"region","x","year"
"WORLD",14928034.3989218,2051
"AFR",1356222.42778875,2052
"ASIA",7363351.82506091,2052
"AUS",804384.847535192,2052
"EUR",1670773.20688693,2052
"LAM",1352994.11912799,2052
"NAM",2585708.15583524,2052
"WORLD",14905509.6059393,2052
"AFR",1348012.71288416,2053
"ASIA",7359920.27799284,2053
"AUS",803590.636913923,2053
"EUR",1668518.19306001,2053
"LAM",1348764.80869747,2053
"NAM",2581360.71900704,2053
"WORLD",14882985.0686228,2053
"AFR",1339802.86966959,2054
"ASIA",7356488.67160038,2054
"AUS",802796.377441616,2054
"EUR",1666263.12334044,2054
"LAM",1344535.42228861,2054
"NAM",2577013.29463215,2054
"WORLD",14860460.3017733,2054
"AFR",1331593.01799971,2055
"ASIA",7353057.06406073,2055
"AUS",802002.086419105,2055
"EUR",1664008.03488984,2055
"LAM",1340306.1114747,2055
"NAM",2572665.84780946,2055
"WORLD",14837935.4838227,2055
"AFR",1326547.08337544,2056
"ASIA",7348435.85854555,2056
"AUS",801783.237507487,2056
"EUR",1661777.54886587,2056
"LAM",1336904.44325291,2056
"NAM",2568851.20935005,2056
"WORLD",14819004.7261845,2056
"AFR",1321501.03243047,2057
"ASIA",7343814.52804494,2057
"AUS",801564.44528324,2057
"EUR",1659547.12282865,2057
"LAM",1333502.85368751,2057
"NAM",2565036.60665265,2057
"WORLD",14800074.0196983,2057
"AFR",1316455.14466322,2058
"ASIA",7339193.2256946,2058
"AUS",801345.600246788,2058
"EUR",1657316.68393963,2058
"LAM",1330101.23363243,2058
"NAM",2561221.99622398,2058
"WORLD",14781143.381586,2058
"AFR",1311409.13077924,2059
"ASIA",7334572.049172,2059
"AUS",801126.80924939,2059
"EUR",1655086.24548998,2059
"LAM",1326699.59658522,2059
"NAM",2557407.37308046,2059
"WORLD",14762212.7223542,2059
"AFR",1306363.0956775,2060
"ASIA",7329950.63919847,2060
"AUS",800907.94703296,2060
"EUR",1652855.84287673,2060
"LAM",1323297.96181174,2060
"NAM",2553592.72395435,2060
"WORLD",14743281.825805,2060
"AFR",1303943.9960065,2061
"ASIA",7334404.37659702,2061
"AUS",801525.727182364,2061
"EUR",1654794.40474569,2061
"LAM",1320629.90322754,2061
"NAM",2556533.61219023,2061
"WORLD",14748634.7290776,2061
"AFR",1301525.07803084,2062
"ASIA",7338858.06452397,2062
"AUS",802143.4378898,2062
"EUR",1656733.01648138,2062
"LAM",1317961.83402581,2062
"NAM",2559474.30017954,2062
"WORLD",14753987.4457643,2062
"AFR",1299105.94986174,2063
"ASIA",7343311.77364034,2063
"AUS",802761.195352958,2063
"EUR",1658671.67409997,2063
"LAM",1315293.81089001,2063
"NAM",2562415.15894264,2063
"WORLD",14759340.3560776,2063
"AFR",1296686.96546625,2064
"ASIA",7347765.39440972,2064
"AUS",803378.907861622,2064
"EUR",1660610.33216864,2064
"LAM",1312625.78269995,2064
"NAM",2565356.00138979,2064
"WORLD",14764693.1967286,2064
"AFR",1294267.97099832,2065
"ASIA",7352219.08262095,2065
"AUS",803996.736207168,2065
"EUR",1662548.94245689,2065
"LAM",1309957.67421328,2065
"NAM",2568296.73976433,2065
"WORLD",14770045.9858264,2065
"AFR",1292091.99849013,2066
"ASIA",7359262.10274002,2066
"AUS",804783.554885872,2066
"EUR",1665795.02215257,2066
"LAM",1305807.3813216,2066
"NAM",2572521.23296768,2066
"WORLD",14779042.1450908,2066
"AFR",1289915.99391698,2067
"ASIA",7366305.05038671,2067
"AUS",805570.467170504,2067
"EUR",1669041.04440923,2067
"LAM",1301657.05557523,2067
"NAM",2576745.68069911,2067
"WORLD",14788038.1668908,2067
"AFR",1287739.96867855,2068
"ASIA",7373347.98920979,2068
"AUS",806357.403729576,2068
"EUR",1672287.14837703,2068
"LAM",1297506.68408163,2068
"NAM",2580970.23266601,2068
"WORLD",14797034.3459867,2068
"AFR",1285563.86421063,2069
"ASIA",7380390.98375113,2069
"AUS",807144.287785868,2069
"EUR",1675533.23697515,2069
"LAM",1293356.33723279,2069
"NAM",2585194.72057629,2069
"WORLD",14806030.4461133,2069
"AFR",1283387.9526067,2070
"ASIA",7387433.89126639,2070
"AUS",807931.197698216,2070
"EUR",1678779.31537163,2070
"LAM",1289206.04525538,2070
"NAM",2589419.16054839,2070
"WORLD",14815026.6019235,2070
"AFR",1283696.31383951,2071
"ASIA",7393473.98237372,2071
"AUS",809078.845487648,2071
"EUR",1682544.59536226,2071
"LAM",1285502.61130931,2071
"NAM",2594212.30977914,2071
"WORLD",14827113.0704496,2071
"AFR",1284004.80219155,2072
"ASIA",7399513.94392243,2072
"AUS",810226.51180728,2072
"EUR",1686309.97284283,2072
"LAM",1281799.14559932,2072
"NAM",2599005.30494879,2072
"WORLD",14839199.5191869,2072
"AFR",1284313.14142468,2073
"ASIA",7405553.89369684,2073
"AUS",811374.167121124,2073
"EUR",1690075.32352414,2073
"LAM",1278095.73956283,2073
"NAM",2603798.47138607,2073
"WORLD",14851286.0395863,2073
"AFR",1284621.57539448,2074
"ASIA",7411593.90184598,2074
"AUS",812521.808558819,2074
"EUR",1693840.66114724,2074
