"region","x","year"
"LAM",1699965.01364688,2062
"NAM",3109041.88303229,2062
"WORLD",19048243.675956,2062
"AFR",3139269.72517338,2063
"ASIA",8806764.3752414,2063
"AUS",919114.28374927,2063
"EUR",1963781.36058445,2063
"LAM",1697003.29820875,2063
"NAM",3113174.46617861,2063
"WORLD",19044109.5715194,2063
"AFR",3123812.92212828,2064
"ASIA",8809724.27982853,2064
"AUS",921215.373290368,2064
"EUR",1966600.78346474,2064
"LAM",1694041.55545243,2064
"NAM",3117306.99061615,2064
"WORLD",19039975.5748383,2064
"AFR",3108355.92374466,2065
"ASIA",8812683.87344935,2065
"AUS",923316.519314621,2065
"EUR",1969420.14630957,2065
"LAM",1691079.81899341,2065
"NAM",3121439.55988048,2065
"WORLD",19035841.3130424,2065
"AFR",3125537.36371876,2066
"ASIA",8820729.68028699,2066
"AUS",930584.890320709,2066
"EUR",1975169.81293925,2066
"LAM",1701034.54268176,2066
"NAM",3136801.81657931,2066
"WORLD",19096184.0795022,2066
"AFR",3142718.72016194,2067
"ASIA",8828775.20907219,2067
"AUS",937853.183468219,2067
"EUR",1980919.41555978,2067
"LAM",1710989.24096025,2067
"NAM",3152164.02959811,2067
"WORLD",19156526.3795626,2067
"AFR",3159899.93930381,2068
"ASIA",8836820.84831718,2068
"AUS",945121.488476404,2068
"EUR",1986669.02582896,2068
"LAM",1720944.02571206,2068
"NAM",3167526.29527394,2068
"WORLD",19216868.8513163,2068
"AFR",3177081.15910626,2069
"ASIA",8844866.41393715,2069
"AUS",952389.827944582,2069
"EUR",1992418.62726695,2069
"LAM",1730898.69170071,2069
"NAM",3182888.5069085,2069
"WORLD",19277211.0782534,2069
"AFR",3194262.4212486,2070
"ASIA",8852911.94480835,2070
"AUS",959658.168126596,2070
"EUR",1998168.29387714,2070
"LAM",1740853.4236476,2070
"NAM",3198250.79170871,2070
"WORLD",19337553.52932,2070
"AFR",3124552.19022805,2071
"ASIA",8728407.37448517,2071
"AUS",940369.539887086,2071
"EUR",1986881.24198779,2071
"LAM",1701868.18444534,2071
"NAM",3126604.60052263,2071
"WORLD",19007774.5958411,2071
"AFR",3194919.30552728,2072
"ASIA",8856692.56408578,2072
"AUS",951144.411202058,2072
"EUR",2011527.09208716,2072
"LAM",1734463.80634287,2072
"NAM",3166478.71964181,2072
"WORLD",19308371.3831154,2072
"AFR",3195247.79229341,2073
"ASIA",8858582.86204321,2073
"AUS",946887.56587118,2073
"EUR",2018206.57168256,2073
"LAM",1731268.98470027,2073
"NAM",3150592.74815338,2073
"WORLD",19293780.4098174,2073
"AFR",3195576.25835056,2074
"ASIA",8860473.35570038,2074
"AUS",942630.694565681,2074
"EUR",2024885.94695103,2074
"LAM",1728074.19468858,2074
"NAM",3134706.77256116,2074
