"region","x","year"
"NAM",2488822.06373509,2082
"WORLD",14239089.4387677,2082
"AFR",1272710.79134174,2083
"ASIA",7046674.12453604,2083
"AUS",787382.140676333,2083
"EUR",1775496.669426,2083
"LAM",1099213.01388773,2083
"NAM",2498119.96276349,2083
"WORLD",14255848.4984166,2083
"AFR",1274614.56564636,2084
"ASIA",7051048.47273791,2084
"AUS",791036.624865616,2084
"EUR",1775544.69663884,2084
"LAM",1097064.11946316,2084
"NAM",2507417.88994081,2084
"WORLD",14272607.6415272,2084
"AFR",1276518.50873185,2085
"ASIA",7055422.77624698,2085
"AUS",794691.172572658,2085
"EUR",1775592.68185905,2085
"LAM",1094915.07629071,2085
"NAM",2516715.82363891,2085
"WORLD",14289366.7442394,2085
"AFR",1275600.57322313,2086
"ASIA",7039128.90277791,2086
"AUS",790892.521861986,2086
"EUR",1785167.20905335,2086
"LAM",1096139.17816546,2086
"NAM",2516959.04416752,2086
"WORLD",14279296.770969,2086
"AFR",1274682.56061962,2087
"ASIA",7022834.88392709,2087
"AUS",787093.823949578,2087
"EUR",1794741.66069932,2087
"LAM",1097363.25148905,2087
"NAM",2517202.35412637,2087
"WORLD",14269226.5978231,2087
"AFR",1273764.71612261,2088
"ASIA",7006540.8087724,2088
"AUS",783295.167414103,2088
"EUR",1804316.0883293,2088
"LAM",1098587.36884107,2088
"NAM",2517445.63262989,2088
"WORLD",14259156.5374247,2088
"AFR",1272846.78798492,2089
"ASIA",6990246.94741747,2089
"AUS",779496.541164187,2089
"EUR",1813890.56979924,2089
"LAM",1099811.43563619,2089
"NAM",2517688.84848882,2089
"WORLD",14249086.5491733,2089
"AFR",1271928.80666306,2090
"ASIA",6973952.94163846,2090
"AUS",775697.801718647,2090
"EUR",1823465.06786496,2090
"LAM",1101035.44745314,2090
"NAM",2517932.18937082,2090
"WORLD",14239016.3607286,2090
"AFR",1269861.59563043,2091
"ASIA",6984934.13517444,2091
"AUS",775885.027265571,2091
"EUR",1820478.20682746,2091
"LAM",1088483.52298248,2091
"NAM",2510323.67921228,2091
"WORLD",14224739.0975751,2091
"AFR",1267794.24383381,2092
"ASIA",6995915.33370546,2092
"AUS",776072.201912606,2092
"EUR",1817491.38804689,2092
"LAM",1075931.52100344,2092
"NAM",2502715.11816788,2092
"WORLD",14210461.6939567,2092
"AFR",1265726.883244,2093
"ASIA",7006896.33263092,2093
"AUS",776259.36438099,2093
"EUR",1814504.62911528,2093
"LAM",1063379.50564441,2093
"NAM",2495106.73885385,2093
"WORLD",14196184.2615534,2093
