case,year,TREFHT_K,TS_K,PRECT_mmperyr,QREFHT_massfrac,RHREFHT_percent,LHFLX_Wperm2,SHFLX_Wperm2,FLNS_Wperm2,FLNT_Wperm2,FSNS_Wperm2,FSNT_Wperm2,FLDVG_Wperm2,FSDVG_Wperm2,RESTOM_Wperm2
iESM_uncoupled_ref,2033,288.1878565,288.962578,1126.05438,0.010593634,77.86260967,89.34630429,18.3378128,52.99187289,237.0713189,163.379617,239.0789628,-184.079446,75.69934586,2.007643922
iESM_uncoupled_ref,2034,288.527191,289.3082442,1133.221305,0.010744832,77.71549524,89.92176769,18.39822346,52.794493,237.6391361,163.4905227,239.3605852,-184.8446431,75.87006251,1.721449154
iESM_uncoupled_ref,2035,288.5068926,289.2782626,1137.965304,0.010766624,77.83542258,90.26383949,18.3128254,52.57429223,237.8274417,163.1161291,238.959973,-185.2531494,75.8438439,1.132531385
iESM_uncoupled_ref,2036,288.4624202,289.2314212,1138.687945,0.010779326,77.90710601,90.31671239,18.1965922,52.51702815,237.5059148,163.2126166,239.0012194,-184.9888867,75.78860284,1.495304597
iESM_uncoupled_ref,2037,288.4903441,289.2719048,1131.375373,0.010751854,77.76653146,89.75349901,18.34243851,52.66737517,237.3490282,163.2489282,239.0292935,-184.681653,75.78036529,1.680265312
iESM_uncoupled_ref,2038,288.5610826,289.3322859,1136.346402,0.010824637,77.89861709,90.13044647,18.21137521,52.42293097,237.5993483,163.1435637,239.1094162,-185.1764173,75.96585243,1.510067901
iESM_uncoupled_ref,2039,288.5712518,289.3411561,1140.974664,0.01084289,77.8834651,90.518307,18.26316407,52.32251671,237.6587496,163.138475,239.0106964,-185.3362328,75.87222147,1.351946874
iESM_uncoupled_ref,2040,288.5607632,289.329803,1137.724291,0.010860154,77.90228804,90.22590396,18.22778053,52.19942823,237.2757818,163.036087,238.9341311,-185.0763535,75.89804409,1.658349335
iESM_uncoupled_ref,2041,288.5504465,289.3137347,1131.454356,0.010796554,77.76238655,89.74819881,18.18092914,52.54381685,237.1879407,163.5504376,239.3730374,-184.6441239,75.82259988,2.185096713
iESM_uncoupled_ref,2042,288.6720733,289.441065,1134.920774,0.010878026,77.74162006,90.05805847,18.26286446,52.5709488,237.4600429,163.8218522,239.710967,-184.8890941,75.88911483,2.250924169
iESM_uncoupled_ref,2043,288.7976868,289.5561569,1147.64089,0.010975495,77.90095849,91.05072557,18.13645257,52.06349827,237.9155388,163.4282017,239.4740532,-185.8520405,76.04585146,1.558514403
iESM_uncoupled_ref,2044,288.8754739,289.6419499,1144.058442,0.011015913,77.84229324,90.72821043,18.16618592,52.05148098,237.7600117,163.5680319,239.6744942,-185.7085307,76.10646233,1.914482553
iESM_uncoupled_ref,2045,288.8667578,289.6351045,1137.012376,0.010980902,77.71673715,90.18272369,18.27180046,52.16855811,237.6324588,163.3115216,239.552367,-185.4639007,76.24084543,1.919908246
iESM_uncoupled_ref,2046,288.79332,289.5547576,1138.235045,0.010956355,77.7868313,90.28429419,18.24964028,52.05822764,237.5946884,163.3135116,239.5823465,-185.5364608,76.26883495,1.987658105
iESM_uncoupled_ref,2047,289.0249481,289.7898033,1142.708674,0.011053716,77.72287492,90.70584389,18.18993712,52.12120958,237.9040209,163.7991929,240.0838476,-185.7828113,76.28465471,2.179826702
iESM_uncoupled_ref,2048,289.2160551,289.9742708,1154.519362,0.011222876,77.88201411,91.56183725,18.13620096,51.37461018,238.4326999,163.2557463,239.7299503,-187.0580897,76.47420404,1.297250454
iESM_uncoupled_ref,2049,289.0346085,289.7876991,1146.356332,0.011069576,77.79183257,90.89347962,18.03672065,51.80946504,237.9202134,163.3737996,239.7431672,-186.1107484,76.36936755,1.822953744
iESM_uncoupled_ref,2050,288.9868541,289.7387596,1144.497264,0.011054481,77.95599151,90.77656186,17.99198689,51.75905259,237.4385211,163.7263567,239.9074633,-185.6794685,76.18110662,2.468942259
iESM_uncoupled_ref,2051,289.0005902,289.76671,1140.224806,0.011045121,77.79421723,90.49459216,18.13695916,51.92125079,237.3825641,163.7338841,239.9820744,-185.4613133,76.24819036,2.599510345
iESM_uncoupled_ref,2052,289.2990772,290.056804,1150.484385,0.011259353,77.78874927,91.23890638,18.15783639,51.46474178,238.0283996,163.716829,240.2311156,-186.5636578,76.51428668,2.202716082
iESM_uncoupled_ref,2053,289.3993271,290.1498945,1151.320978,0.011291555,77.72635294,91.34279619,18.14103939,51.48095352,238.3147622,163.4940344,240.1332016,-186.8338086,76.63916717,1.818439431
iESM_uncoupled_ref,2054,289.3299325,290.0810781,1151.296454,0.011248097,77.72344146,91.30920558,18.17785667,51.55617247,238.4161129,163.919514,240.4959591,-186.8599405,76.57644508,2.079846153
